date,LT,overlap
2018-05-02,59.0,1.0
2018-05-03,55.0,1.0
2018-05-04,54.0,1.0
2018-05-05,50.0,1.0
2018-05-06,48.0,1.0
2018-05-07,58.0,1.0
2018-05-08,55.0,1.0
2018-05-09,57.0,1.0
2018-05-10,57.0,1.0
2018-05-11,56.0,1.0
2018-05-12,50.0,1.0
2018-05-13,47.0,1.0
2018-05-14,55.0,1.0
2018-05-15,58.0,1.0
2018-05-16,60.0,1.0
2018-05-17,55.0,1.0
2018-05-18,56.0,1.0
2018-05-19,49.0,1.0
2018-05-20,53.0,1.0
2018-05-21,57.0,1.0
2018-05-22,60.0,1.0
2018-05-23,58.0,1.0
2018-05-24,57.0,1.0
2018-05-25,59.0,1.0
2018-05-26,49.0,1.0
2018-05-27,49.0,1.0
2018-05-28,62.0,1.0
2018-05-29,63.0,1.0
2018-05-30,57.0,1.0
2018-05-31,55.0,1.0
2018-06-01,61.0,1.0
2018-06-02,54.0,
2018-06-03,53.0,
2018-06-04,62.0,
2018-06-05,67.0,
2018-06-06,54.0,
2018-06-07,63.0,
2018-06-08,55.0,
2018-06-09,48.0,
2018-06-10,50.0,
2018-06-11,56.0,
2018-06-12,61.0,
2018-06-13,57.0,
2018-06-14,55.0,
2018-06-15,52.0,
2018-06-16,45.0,
2018-06-17,42.0,
2018-06-18,54.0,
2018-06-19,56.0,
2018-06-20,57.0,
2018-06-21,55.0,
2018-06-22,56.0,
2018-06-23,48.0,
2018-06-24,48.0,
2018-06-25,59.0,
2018-06-26,56.0,
2018-06-27,54.0,
2018-06-28,56.0,
2018-06-29,56.0,
2018-06-30,48.0,
2018-07-01,52.0,
2018-07-02,54.0,
2018-07-03,58.0,
2018-07-04,57.0,
2018-07-05,59.0,
2018-07-06,52.0,
2018-07-07,50.0,
2018-07-08,52.0,
2018-07-09,57.0,
2018-07-10,57.0,
2018-07-11,62.0,
2018-07-12,61.0,
2018-07-13,61.0,
2018-07-14,54.0,
2018-07-15,53.0,
2018-07-16,63.0,
2018-07-17,66.0,
2018-07-18,66.0,
2018-07-19,68.0,
2018-07-20,71.0,
2018-07-21,87.0,
2018-07-22,100.0,
2018-07-23,92.0,
2018-07-24,80.0,
2018-07-25,66.0,
2018-07-26,66.0,
2018-07-27,72.0,
2018-07-28,62.0,
2018-07-29,63.0,
2018-07-30,68.0,
2018-07-31,63.0,
2018-08-01,62.0,
2018-08-02,60.0,
2018-08-03,60.0,
2018-08-04,54.0,
2018-08-05,56.0,
2018-08-06,60.0,
2018-08-07,58.0,
2018-08-08,60.0,
2018-08-09,54.0,1.0
2018-08-10,55.0,1.0
2018-08-11,55.0,1.0
2018-08-12,52.0,1.0
2018-08-13,62.0,1.0
2018-08-14,64.0,1.0
2018-08-15,57.0,1.0
2018-08-16,59.0,1.0
2018-08-17,59.0,1.0
2018-08-18,54.0,1.0
2018-08-19,52.0,1.0
2018-08-20,57.0,1.0
2018-08-21,58.0,1.0
2018-08-22,55.0,1.0
2018-08-23,58.0,1.0
2018-08-24,56.0,1.0
2018-08-25,52.0,1.0
2018-08-26,49.0,1.0
2018-08-27,56.0,1.0
2018-08-28,58.0,1.0
2018-08-29,59.0,1.0
2018-08-30,57.0,1.0
2018-08-31,56.0,1.0
2018-09-01,50.0,1.0
2018-09-02,50.0,1.0
2018-09-03,55.0,1.0
2018-09-04,55.0,1.0
2018-09-05,61.0,1.0
2018-09-06,58.0,1.0
2018-09-07,55.0,1.0
2018-09-08,52.0,1.0
2018-09-09,48.0,1.0
2018-09-10,59.0,1.0
2018-09-11,56.0,1.0
2018-09-12,59.0,1.0
2018-09-13,58.0,1.0
2018-09-14,56.0,1.0
2018-09-15,50.0,1.0
2018-09-16,49.0,1.0
2018-09-17,52.0,1.0
2018-09-18,55.0,1.0
2018-09-19,53.0,1.0
2018-09-20,54.0,1.0
2018-09-21,54.0,1.0
2018-09-22,55.0,1.0
2018-09-23,44.0,1.0
2018-09-24,51.0,1.0
2018-09-25,56.0,1.0
2018-09-26,59.0,1.0
2018-09-27,57.0,1.0
2018-09-28,49.0,1.0
2018-09-29,49.0,1.0
2018-09-30,47.0,1.0
2018-10-01,55.0,1.0
2018-10-02,53.0,1.0
2018-10-03,54.0,1.0
2018-10-04,55.0,1.0
2018-10-05,55.0,1.0
2018-10-06,50.0,1.0
2018-10-07,46.0,1.0
2018-10-08,56.0,1.0
2018-10-09,52.0,1.0
2018-10-10,55.0,1.0
2018-10-11,56.0,1.0
2018-10-12,53.0,1.0
2018-10-13,47.0,1.0
2018-10-14,47.0,1.0
2018-10-15,57.0,1.0
2018-10-16,57.0,1.0
2018-10-17,56.0,1.0
2018-10-18,55.0,1.0
2018-10-19,53.0,1.0
2018-10-20,46.0,1.0
2018-10-21,49.0,1.0
2018-10-22,55.0,1.0
2018-10-23,54.0,1.0
2018-10-24,56.0,1.0
2018-10-25,53.0,1.0
2018-10-26,55.0,1.0
2018-10-27,49.0,1.0
2018-10-28,48.0,1.0
2018-10-29,52.0,1.0
2018-10-30,56.0,1.0
2018-10-31,53.0,1.0
2018-11-01,53.0,1.0
2018-11-02,53.0,1.0
2018-11-03,52.0,1.0
2018-11-04,46.0,1.0
2018-11-05,58.0,1.0
2018-11-06,59.0,1.0
2018-11-07,63.0,1.0
2018-11-08,57.0,1.0
2018-11-09,53.0,1.0
2018-11-10,52.0,1.0
2018-11-11,55.0,1.0
2018-11-12,60.0,1.0
2018-11-13,56.0,1.0
2018-11-14,55.0,1.0
2018-11-15,54.0,1.0
2018-11-16,53.0,1.0
2018-11-17,51.0,1.0
2018-11-18,49.0,
2018-11-19,54.0,
2018-11-20,52.0,
2018-11-21,54.0,
2018-11-22,54.0,
2018-11-23,53.0,
2018-11-24,52.0,
2018-11-25,52.0,
2018-11-26,51.0,
2018-11-27,52.0,
2018-11-28,56.0,
2018-11-29,56.0,
2018-11-30,59.0,
2018-12-01,50.0,
2018-12-02,49.0,
2018-12-03,54.0,
2018-12-04,51.0,
2018-12-05,61.0,
2018-12-06,50.0,
2018-12-07,51.0,
2018-12-08,48.0,
2018-12-09,47.0,
2018-12-10,54.0,
2018-12-11,54.0,
2018-12-12,56.0,
2018-12-13,57.0,
2018-12-14,59.0,
2018-12-15,45.0,
2018-12-16,49.0,
2018-12-17,60.0,
2018-12-18,59.0,
2018-12-19,57.0,
2018-12-20,54.0,
2018-12-21,52.0,
2018-12-22,45.0,
2018-12-23,45.0,
2018-12-24,46.0,
2018-12-25,44.0,
2018-12-26,52.0,
2018-12-27,56.0,
2018-12-28,54.0,
2018-12-29,52.0,
2018-12-30,47.0,
2018-12-31,45.0,
2019-01-01,45.0,
2019-01-02,54.0,
2019-01-03,58.0,
2019-01-04,54.0,
2019-01-05,49.0,
2019-01-06,50.0,
2019-01-07,54.0,
2019-01-08,54.0,
2019-01-09,50.0,
2019-01-10,57.0,
2019-01-11,54.0,
2019-01-12,52.0,
2019-01-13,52.0,
2019-01-14,54.0,
2019-01-15,55.0,
2019-01-16,59.0,
2019-01-17,57.0,
2019-01-18,54.0,
2019-01-19,52.0,
2019-01-20,47.0,
2019-01-21,55.0,
2019-01-22,54.0,
2019-01-23,54.0,
2019-01-24,57.0,
2019-01-25,53.0,1.0
2019-01-26,52.0,1.0
2019-01-27,47.0,1.0
2019-01-28,54.0,1.0
2019-01-29,57.0,1.0
2019-01-30,52.0,1.0
2019-01-31,59.0,1.0
2019-02-01,55.0,1.0
2019-02-02,62.0,1.0
2019-02-03,52.0,1.0
2019-02-04,59.0,1.0
2019-02-05,61.0,1.0
2019-02-06,60.0,1.0
2019-02-07,62.0,1.0
2019-02-08,63.0,1.0
2019-02-09,62.0,1.0
2019-02-10,55.0,1.0
2019-02-11,56.0,1.0
2019-02-12,55.0,1.0
2019-02-13,55.0,1.0
2019-02-14,55.0,1.0
2019-02-15,54.0,1.0
2019-02-16,56.0,1.0
2019-02-17,52.0,1.0
2019-02-18,56.0,1.0
2019-02-19,58.0,1.0
2019-02-20,58.0,1.0
2019-02-21,59.0,1.0
2019-02-22,56.0,1.0
2019-02-23,55.0,1.0
2019-02-24,48.0,1.0
2019-02-25,57.0,1.0
2019-02-26,54.0,1.0
2019-02-27,57.0,1.0
2019-02-28,57.0,1.0
2019-03-01,53.0,1.0
2019-03-02,49.0,1.0
2019-03-03,50.0,1.0
2019-03-04,53.0,1.0
2019-03-05,56.0,1.0
2019-03-06,55.0,1.0
2019-03-07,55.0,1.0
2019-03-08,55.0,1.0
2019-03-09,54.0,1.0
2019-03-10,49.0,1.0
2019-03-11,54.0,1.0
2019-03-12,54.0,1.0
2019-03-13,55.0,1.0
2019-03-14,56.0,1.0
2019-03-15,53.0,1.0
2019-03-16,54.0,1.0
2019-03-17,51.0,1.0
2019-03-18,57.0,1.0
2019-03-19,61.0,1.0
2019-03-20,56.0,1.0
2019-03-21,54.0,1.0
2019-03-22,56.0,1.0
2019-03-23,53.0,1.0
2019-03-24,51.0,1.0
2019-03-25,59.0,1.0
2019-03-26,58.0,1.0
2019-03-27,60.0,1.0
2019-03-28,58.0,1.0
2019-03-29,54.0,1.0
2019-03-30,49.0,1.0
2019-03-31,50.0,1.0
2019-04-01,71.0,1.0
2019-04-02,59.0,1.0
2019-04-03,52.0,1.0
2019-04-04,53.0,1.0
2019-04-05,53.0,1.0
2019-04-06,49.0,1.0
2019-04-07,47.0,1.0
2019-04-08,55.0,1.0
2019-04-09,53.0,1.0
2019-04-10,51.0,1.0
2019-04-11,54.0,1.0
2019-04-12,57.0,1.0
2019-04-13,49.0,1.0
2019-04-14,47.0,1.0
2019-04-15,55.0,1.0
2019-04-16,52.0,1.0
2019-04-17,54.0,1.0
2019-04-18,52.0,1.0
2019-04-19,48.0,1.0
2019-04-20,45.0,1.0
2019-04-21,45.0,1.0
2019-04-22,53.0,1.0
2019-04-23,52.0,1.0
2019-04-24,54.0,1.0
2019-04-25,54.0,1.0
2019-04-26,54.0,1.0
2019-04-27,48.0,1.0
2019-04-28,47.0,1.0
2019-04-29,52.0,1.0
2019-04-30,51.0,1.0
2019-05-01,49.0,1.0
2019-05-02,53.0,1.0
2019-05-03,52.0,1.0
2019-05-04,46.0,1.0
2019-05-05,47.0,1.0
2019-05-06,50.0,
2019-05-07,54.0,
2019-05-08,54.0,
2019-05-09,54.0,
2019-05-10,54.0,
2019-05-11,56.0,
2019-05-12,48.0,
2019-05-13,55.0,
2019-05-14,59.0,
2019-05-15,57.0,
2019-05-16,56.0,
2019-05-17,55.0,
2019-05-18,47.0,
2019-05-19,48.0,
2019-05-20,54.0,
2019-05-21,57.0,
2019-05-22,54.0,
2019-05-23,52.0,
2019-05-24,56.0,
2019-05-25,51.0,
2019-05-26,48.0,
2019-05-27,59.0,
2019-05-28,56.0,
2019-05-29,55.0,
2019-05-30,59.0,
2019-05-31,52.0,
2019-06-01,49.0,
2019-06-02,49.0,
2019-06-03,51.0,
2019-06-04,52.0,
2019-06-05,48.0,
2019-06-06,54.0,
2019-06-07,57.0,
2019-06-08,49.0,
2019-06-09,46.0,
2019-06-10,54.0,
2019-06-11,54.0,
2019-06-12,52.0,
2019-06-13,52.0,
2019-06-14,54.0,
2019-06-15,50.0,
2019-06-16,45.0,
2019-06-17,57.0,
2019-06-18,54.0,
2019-06-19,56.0,
2019-06-20,55.0,
2019-06-21,55.0,
2019-06-22,46.0,
2019-06-23,42.0,
2019-06-24,53.0,
2019-06-25,56.0,
2019-06-26,55.0,
2019-06-27,57.0,
2019-06-28,49.0,
2019-06-29,47.0,
2019-06-30,46.0,
2019-07-01,54.0,
2019-07-02,54.0,
2019-07-03,53.0,
2019-07-04,56.0,
2019-07-05,52.0,
2019-07-06,49.0,
2019-07-07,46.0,
2019-07-08,57.0,
2019-07-09,57.0,
2019-07-10,55.0,
2019-07-11,55.0,
2019-07-12,52.0,
2019-07-13,49.0,1.0
2019-07-14,45.0,1.0
2019-07-15,53.0,1.0
2019-07-16,57.0,1.0
2019-07-17,57.0,1.0
2019-07-18,53.0,1.0
2019-07-19,54.0,1.0
2019-07-20,50.0,1.0
2019-07-21,50.0,1.0
2019-07-22,53.0,1.0
2019-07-23,56.0,1.0
2019-07-24,53.0,1.0
2019-07-25,55.0,1.0
2019-07-26,55.0,1.0
2019-07-27,51.0,1.0
2019-07-28,49.0,1.0
2019-07-29,53.0,1.0
2019-07-30,56.0,1.0
2019-07-31,56.0,1.0
2019-08-01,57.0,1.0
2019-08-02,53.0,1.0
2019-08-03,48.0,1.0
2019-08-04,51.0,1.0
2019-08-05,54.0,1.0
2019-08-06,58.0,1.0
2019-08-07,55.0,1.0
2019-08-08,57.0,1.0
2019-08-09,57.0,1.0
2019-08-10,57.0,1.0
2019-08-11,46.0,1.0
2019-08-12,56.0,1.0
2019-08-13,60.0,1.0
2019-08-14,54.0,1.0
2019-08-15,53.0,1.0
2019-08-16,54.0,1.0
2019-08-17,49.0,1.0
2019-08-18,50.0,1.0
2019-08-19,57.0,1.0
2019-08-20,62.0,1.0
2019-08-21,58.0,1.0
2019-08-22,53.0,1.0
2019-08-23,57.0,1.0
2019-08-24,52.0,1.0
2019-08-25,50.0,1.0
2019-08-26,57.0,1.0
2019-08-27,56.0,1.0
2019-08-28,59.0,1.0
2019-08-29,56.0,1.0
2019-08-30,50.0,1.0
2019-08-31,48.0,1.0
2019-09-01,49.0,1.0
2019-09-02,55.0,1.0
2019-09-03,55.0,1.0
2019-09-04,57.0,1.0
2019-09-05,53.0,1.0
2019-09-06,53.0,1.0
2019-09-07,54.0,1.0
2019-09-08,49.0,1.0
2019-09-09,56.0,1.0
2019-09-10,55.0,1.0
2019-09-11,56.0,1.0
2019-09-12,57.0,1.0
2019-09-13,57.0,1.0
2019-09-14,48.0,1.0
2019-09-15,48.0,1.0
2019-09-16,55.0,1.0
2019-09-17,57.0,1.0
2019-09-18,56.0,1.0
2019-09-19,54.0,1.0
2019-09-20,53.0,1.0
2019-09-21,53.0,1.0
2019-09-22,48.0,1.0
2019-09-23,55.0,1.0
2019-09-24,54.0,1.0
2019-09-25,54.0,1.0
2019-09-26,54.0,1.0
2019-09-27,57.0,1.0
2019-09-28,51.0,1.0
2019-09-29,49.0,1.0
2019-09-30,55.0,1.0
2019-10-01,54.0,1.0
2019-10-02,52.0,1.0
2019-10-03,53.0,1.0
2019-10-04,53.0,1.0
2019-10-05,47.0,1.0
2019-10-06,48.0,1.0
2019-10-07,57.0,1.0
2019-10-08,54.0,1.0
2019-10-09,57.0,1.0
2019-10-10,55.0,1.0
2019-10-11,53.0,1.0
2019-10-12,51.0,1.0
2019-10-13,45.0,1.0
2019-10-14,57.0,1.0
2019-10-15,56.0,1.0
2019-10-16,57.0,1.0
2019-10-17,56.0,1.0
2019-10-18,54.0,1.0
2019-10-19,49.0,1.0
2019-10-20,50.0,1.0
2019-10-21,54.0,1.0
2019-10-22,56.0,
2019-10-23,54.0,
2019-10-24,56.0,
2019-10-25,58.0,
2019-10-26,50.0,
2019-10-27,51.0,
2019-10-28,56.0,
2019-10-29,60.0,
2019-10-30,56.0,
2019-10-31,58.0,
2019-11-01,56.0,
2019-11-02,49.0,
2019-11-03,51.0,
2019-11-04,57.0,
2019-11-05,57.0,
2019-11-06,59.0,
2019-11-07,56.0,
2019-11-08,57.0,
2019-11-09,52.0,
2019-11-10,53.0,
2019-11-11,60.0,
2019-11-12,59.0,
2019-11-13,58.0,
2019-11-14,58.0,
2019-11-15,56.0,
2019-11-16,53.0,
2019-11-17,51.0,
2019-11-18,63.0,
2019-11-19,83.0,
2019-11-20,73.0,
2019-11-21,64.0,
2019-11-22,60.0,
2019-11-23,51.0,
2019-11-24,51.0,
2019-11-25,56.0,
2019-11-26,58.0,
2019-11-27,57.0,
2019-11-28,57.0,
2019-11-29,59.0,
2019-11-30,52.0,
2019-12-01,50.0,
2019-12-02,58.0,
2019-12-03,57.0,
2019-12-04,57.0,
2019-12-05,56.0,
2019-12-06,59.0,
2019-12-07,47.0,
2019-12-08,44.0,
2019-12-09,58.0,
2019-12-10,56.0,
2019-12-11,57.0,
2019-12-12,56.0,
2019-12-13,55.0,
2019-12-14,49.0,
2019-12-15,46.0,
2019-12-16,60.0,
2019-12-17,56.0,
2019-12-18,54.0,
2019-12-19,58.0,
2019-12-20,53.0,
2019-12-21,51.0,
2019-12-22,47.0,
2019-12-23,51.0,
2019-12-24,47.0,
2019-12-25,48.0,
2019-12-26,55.0,
2019-12-27,58.0,
2019-12-28,52.0,
2019-12-29,48.0,
2019-12-30,51.0,
2019-12-31,49.0,
2020-01-01,47.0,
2020-01-02,60.0,
2020-01-03,57.0,
2020-01-04,50.0,
2020-01-05,49.0,
2020-01-06,56.0,
2020-01-07,55.0,
2020-01-08,56.0,
2020-01-09,61.0,
2020-01-10,58.0,
2020-01-11,50.0,
2020-01-12,50.0,
2020-01-13,55.0,
2020-01-14,57.0,
2020-01-15,62.0,
2020-01-16,56.0,
2020-01-17,56.0,
2020-01-18,54.0,
2020-01-19,48.0,
2020-01-20,57.0,
2020-01-21,62.0,
2020-01-22,56.0,
2020-01-23,57.0,
2020-01-24,56.0,
2020-01-25,49.0,
2020-01-26,50.0,
2020-01-27,56.0,
2020-01-28,56.0,
2020-01-29,55.0,
2020-01-30,59.0,
2020-01-31,61.0,
2020-02-01,56.0,
2020-02-02,48.0,
2020-02-03,56.0,
2020-02-04,57.0,
2020-02-05,57.0,
2020-02-06,55.0,
2020-02-07,61.0,
2020-02-08,61.0,
2020-02-09,54.0,
2020-02-10,58.0,
2020-02-11,58.0,
2020-02-12,61.0,
2020-02-13,62.0,
2020-02-14,58.0,
2020-02-15,53.0,
2020-02-16,51.0,
2020-02-17,57.0,
2020-02-18,60.0,
2020-02-19,61.0,
2020-02-20,58.0,
2020-02-21,58.0,
2020-02-22,51.0,
2020-02-23,50.0,
2020-02-24,56.0,
2020-02-25,56.0,
2020-02-26,57.0,
2020-02-27,57.0,
2020-02-28,56.0,
2020-02-29,54.0,
2020-03-01,54.0,
2020-03-02,58.0,
2020-03-03,65.0,
2020-03-04,64.0,
2020-03-05,61.0,
2020-03-06,57.0,
2020-03-07,54.0,
2020-03-08,51.0,
2020-03-09,58.0,
2020-03-10,59.0,
2020-03-11,64.0,
2020-03-12,66.0,
2020-03-13,60.0,
2020-03-14,55.0,
2020-03-15,53.0,
2020-03-16,57.0,
2020-03-17,56.0,
2020-03-18,59.0,
2020-03-19,56.0,
2020-03-20,56.0,
2020-03-21,51.0,
2020-03-22,51.0,
2020-03-23,56.0,
2020-03-24,71.0,
2020-03-25,65.0,
2020-03-26,58.0,
2020-03-27,55.0,
2020-03-28,50.0,
2020-03-29,50.0,
2020-03-30,53.0,
2020-03-31,53.0,
2020-04-01,54.0,
2020-04-02,55.0,
2020-04-03,54.0,
2020-04-04,53.0,
2020-04-05,49.0,
2020-04-06,52.0,
2020-04-07,51.0,
